0,None,None,4.696846008300781e-05
1,None,None,1.4066696166992188e-05
2,None,None,1.0967254638671875e-05
3,None,None,1.3113021850585938e-05
4,None,None,1.3113021850585938e-05
5,None,None,1.2159347534179688e-05
6,None,None,1.3113021850585938e-05
7,None,None,1.3113021850585938e-05
8,None,None,1.0967254638671875e-05
9,None,None,1.2159347534179688e-05
10,None,None,1.1205673217773438e-05
11,None,None,1.0967254638671875e-05
12,None,None,1.0967254638671875e-05
13,None,None,1.0967254638671875e-05
14,None,None,1.0967254638671875e-05
15,None,None,1.0967254638671875e-05
16,None,None,1.2159347534179688e-05
17,None,None,1.0967254638671875e-05
18,None,None,1.0013580322265625e-05
19,None,None,1.0967254638671875e-05
20,None,None,1.0967254638671875e-05
21,None,None,1.1920928955078125e-05
22,None,None,1.2159347534179688e-05
23,None,None,1.1920928955078125e-05
24,None,None,1.0967254638671875e-05
25,None,None,1.0728836059570312e-05
26,None,None,1.1205673217773438e-05
27,None,None,1.1205673217773438e-05
28,None,None,1.0967254638671875e-05
29,None,None,1.5735626220703125e-05
30,None,None,1.0967254638671875e-05
31,None,None,1.0728836059570312e-05
32,None,None,1.1682510375976562e-05
33,None,None,1.1205673217773438e-05
34,None,None,1.0967254638671875e-05
35,None,None,1.0967254638671875e-05
36,None,None,1.0967254638671875e-05
37,None,None,1.0967254638671875e-05
38,None,None,9.059906005859375e-06
39,None,None,1.0967254638671875e-05
40,None,None,1.0967254638671875e-05
41,None,None,1.2159347534179688e-05
42,None,None,1.0967254638671875e-05
43,None,None,1.0967254638671875e-05
44,None,None,1.0967254638671875e-05
45,None,None,1.0967254638671875e-05
46,None,None,1.0967254638671875e-05
47,None,None,1.1205673217773438e-05
48,None,None,1.0967254638671875e-05
49,None,None,1.0013580322265625e-05
50,None,None,1.1920928955078125e-05
51,None,None,1.0967254638671875e-05
52,None,None,1.1205673217773438e-05
53,None,None,1.0967254638671875e-05
54,None,None,1.0967254638671875e-05
55,None,None,1.0967254638671875e-05
56,None,None,1.0967254638671875e-05
57,None,None,1.0967254638671875e-05
58,None,None,1.1205673217773438e-05
59,None,None,1.1205673217773438e-05
60,None,None,1.0967254638671875e-05
61,None,None,1.0967254638671875e-05
62,None,None,1.0967254638671875e-05
63,None,None,1.1205673217773438e-05
64,None,None,1.1205673217773438e-05
65,None,None,1.0967254638671875e-05
66,None,None,1.0967254638671875e-05
67,None,None,1.0967254638671875e-05
68,None,None,1.0967254638671875e-05
69,None,None,1.1205673217773438e-05
70,None,None,1.0967254638671875e-05
71,None,None,1.0967254638671875e-05
72,None,None,1.1920928955078125e-05
73,None,None,1.0967254638671875e-05
74,None,None,1.0013580322265625e-05
75,None,None,1.0967254638671875e-05
76,None,None,1.0967254638671875e-05
77,None,None,1.0967254638671875e-05
78,None,None,1.0967254638671875e-05
79,None,None,1.1205673217773438e-05
80,None,None,1.0967254638671875e-05
81,None,None,1.1920928955078125e-05
82,None,None,1.0967254638671875e-05
83,None,None,1.0967254638671875e-05
84,None,None,1.0728836059570312e-05
85,None,None,1.0013580322265625e-05
86,None,None,1.0967254638671875e-05
87,None,None,1.0967254638671875e-05
88,None,None,1.0967254638671875e-05
89,None,None,1.0967254638671875e-05
90,None,None,1.1205673217773438e-05
91,None,None,1.1205673217773438e-05
92,None,None,1.1920928955078125e-05
93,None,None,1.2159347534179688e-05
94,None,None,1.1920928955078125e-05
95,None,None,1.0967254638671875e-05
96,None,None,1.0967254638671875e-05
97,None,None,1.0967254638671875e-05
98,None,None,1.1920928955078125e-05
99,None,None,1.0013580322265625e-05
